criterion_id	scenario_id	buckets	n_buckets	criterion
te_0402_c01	te_0402	not_a_requirement	1	This type of writing functions is typical for engineering domains, less so for mathematical domains, where one simply writes $u$ to mena a function, rather than $u(x)$, and meaning $x\mapsto u(x)
te_0402_c02	te_0402	not_a_requirement	1	Using this notation to mean the functions $x\mapsto u(x)$ and $x\mapsto v(x)$ is a convention that applies since no specific $x$ wasn't brought into the discussion
te_0403_c02	te_0403	not_a_requirement	1	The correct answer is $P(x)= a_1 + a_2 x \ldots + a_n x^{n-1}$
te_0404_c01	te_0404	compound_multipart	1	Consider the expression $\frac{cf(x+h)-cf(x)}{h}$. This is the same as $c\frac{f(x+h)-f(x)}{h}$. If we now take limits, the first yields $\frac{d}{dx}(cf(x)$, while the latter yields $ cf'(x)$
te_0405_c01	te_0405	not_a_requirement	1	Mentione rules of differentiation used (e.g. linearity etc.)
te_0405_c02	te_0405	not_a_requirement	1	The correct answer is $5(-6x + 5)$
te_0406_c01	te_0406	not_a_requirement	1	Applying the rule leads to $3x^2(x^3-5x+10) + x^3 (3x^2-5)$
te_0406_c02	te_0406	not_a_requirement	1	The final results, after simplifying this expression, is $6x^5 - 20x^3 + 30x^2$
te_0407_c01	te_0407	hedging;not_a_requirement	2	You could go about this, by first expanding $(4-x)^3$, to obtain $-x^3 + 12 x^2 - 48 x + 64$
te_0407_c02	te_0407	not_a_requirement	1	Then you derive this using the power rule and linearity of derivatives, to obtain $-3(4-x)^2$
te_0408_c01	te_0408	not_a_requirement	1	The global error, after a certain number of steps, is proportional to the step size
te_0409_c01	te_0409	not_a_requirement	1	Numerical approximations (such as Euler's Method) help visualize particular solutions
te_0409_c02	te_0409	not_a_requirement	1	A slope field in Figure 14.7.3 highlights how many solutions qualitatively look like
te_0410_c01	te_0410	not_a_requirement	1	it's not the most efficient in general
te_0410_c02	te_0410	not_a_requirement	1	Euler's Method computes the solution only on an interval, but long-term behavior of the solution cannot easily be deduced
te_0410_c03	te_0410	not_a_requirement	1	"There are differential equations, in particular the class of ""stiff"" equations, for which Euler's Method produces oscillations, and is therefore not the right tool to produce numerical approximations"
te_0411_c01	te_0411	not_a_requirement	1	Euler's Method relies on the fact that the value of the derivative is given explicitly, by the right-hand side of the equation
te_0411_c02	te_0411	not_a_requirement	1	There is no need to solve the equation if you are only interested in the derivative, but not _the function that has the pre-assigned derivative_
te_0412_c01	te_0412	not_a_requirement;vague_qualifier	2	This equation is well-known and has a name, its a Riccati-type equation, and is well studied
te_0412_c02	te_0412	not_a_requirement	1	Some of its solutions have a closed-form solution - but not in terms of elementary functions
te_0412_c03	te_0412	not_a_requirement	1	A computer algebra software typically can provide much more information
te_0413_c01	te_0413	compound_multipart;not_a_requirement;vague_qualifier	3	Euler's Method, as well as other numerical schemes, indeed are typically implemented. See the Sage worksheet that does that
te_0413_c02	te_0413	not_a_requirement	1	Working out Euler's Method by hand is only done for pedagogical purposes
te_0414_c01	te_0414	vague_qualifier	1	Remind the student that this is a polynomial and that there are well-known rules for integrating a polynomial.
te_0417_c01	te_0417	not_a_requirement	1	This is referring to the example where the velocity of an object if 16t^2+5 at time t, and you want to compute the average speed between times t=1 and 3
te_0417_c03	te_0417	compound_multipart	1	Explain that the 2 is there because the time interval [1, 3] has length 2, and you consider n subdivisions. So each subdivision has length 2/n
te_0417_c04	te_0417	compound_multipart	1	Note that the sum is over $i$, not $n$. So $2/n$ is a constant that can be factored out from the sum
te_0417_c05	te_0417	compound_multipart	1	Note that if we factor out, then there's $n$ terms, so $2/n$ because $2$, which cancells with $1/2$, so this is a legal operation
te_0418_c01	te_0418	not_a_requirement	1	Extensionality refers to the principle that a set is defined by its members.
te_0418_c02	te_0418	not_a_requirement	1	Intensionality refers to the principle that a set is defined by a property or condition that its members satisfy.
te_0419_c01	te_0419	not_a_requirement	1	The questions proposed should touch on all key concepts in this chapter.
te_0419_c02	te_0419	not_a_requirement	1	The questions should at least include questions on extensionally and intensionally defining a set, testing the equality of two sets through different definition methods, etc.
te_0420_c02	te_0420	not_a_requirement	1	There exist sets can be intensionally defined by finite ways.
te_0420_c03	te_0420	not_a_requirement;vague_qualifier	2	A good answer should include an example of a set that can only be intensionally defined in a finite number of ways.
te_0421_c01	te_0421	not_a_requirement	1	Strong induction is a more powerful form of standard induction, therefore problems that can be proven by standard induction can automatically be proven by strong induction.
te_0423_c01	te_0423	negation_double;not_a_requirement;vague_qualifier	3	A good set of questions should be (1) correct. that is, you need to check that standard induction cannot solve the question, and (2) diverse, a set of questions that are similar to each other is not preferred.
te_0423_c02	te_0423	not_a_requirement	1	Correctness is more important than diversity here.
te_0424_c01	te_0424	not_a_requirement	1	Establishing methods for formal verification of code.
te_0425_c01	te_0425	compound_multipart;not_a_requirement	2	Strong induction assumes that all previous steps are true. But for induction we only assume the previous step is true.
te_0426_c01	te_0426	not_a_requirement	1	Here, means that aiming at proving at stronger statement makes the proof easier.
te_0426_c02	te_0426	not_a_requirement	1	In this case, strong induction is stronger than standard induction.
te_0427_c01	te_0427	not_a_requirement	1	Proof by strong induction (not just by induction).
te_0427_c03	te_0427	compound_multipart	1	Show that if $f(n-1) = 2(n-1) + 1$ and $f(n-2)=2(n-2)+1$, then $f(n)=2n+1$.
te_0428_c01	te_0428	compound_multipart;not_a_requirement	2	At each step, the number of temporary vertices decreases by one. As there are finitely many vertices, at some point there must be no temporary vertices left, and therefore the algorithm halts.
te_0429_c01	te_0429	compound_multipart;not_a_requirement;over_specified	3	Build a two-level graph from the cities the first level corresponds to the cities before using the discount, and the second one to the cities after using the discount. Within each level, the edges correspond to the flights, and their weights are the prices. There are also edges from the first level to the second level, which also correspond to the flights, but the weight is the 50% discounted price. The problem is solved by running Dijkstra's algorithm on this graph.
te_0431_c01	te_0431	not_a_requirement	1	Time complexity of the version described in the chapter is quadratic in the number of vertices.
te_0431_c02	te_0431	not_a_requirement;observational_verdict	2	It is possible to make dijkstra's algorithm more efficient by using a heap to efficiently keep track of the temporary vertex with lowest distance estimate.
te_0433_c02	te_0433	compound_multipart;not_a_requirement	2	The first part works the positive reals with multiplication. The second part works in the integers with addition
te_0433_c03	te_0433	hedging;not_a_requirement	2	Could emphasise that in the first case, $(x)^{n}$ is the product of $x$ $n$ times, and in the second case, it is the sum of $x$ $n$ times.
te_0434_c02	te_0434	compound_multipart;not_a_requirement	2	If you do a then b, then the way to undo this is to do the inverse of b then the inverse of a
te_0435_c01	te_0435	compound_multipart	1	Identifies and points out to the student that they are confused on many levels
te_0435_c03	te_0435	compound_multipart	1	Explain that the integers (negative, 0, and postive) form a group, but under addition, not multiplication. The inverse addition in this group is taking the negative, so -0 = 0 and the axioms are true
te_0435_c04	te_0435	hedging;not_a_requirement	2	Could explain that the positive rationals form a group with multiplication, but we have to remove 0 precisely because 0 does not have an inverse.
te_0436_c01	te_0436	compound_multipart;not_a_requirement;observational_verdict	3	This is correct. Note that we can use the cancellation laws to simplify complicated group products in the same sense that we simplify complicated equations.
te_0437_c01	te_0437	not_a_requirement	1	Reduction to showing that the identity cannot be written as a product of an odd number of transpositions.
te_0437_c02	te_0437	not_a_requirement	1	If $\sigma$ is a product of $n$ transpositions, one can prove by induction on $n$ that the parity of the number disjoint cycles in the cycle decomposition of $\sigma$ is equal to the parity of $n$.
te_0437_c03	te_0437	not_a_requirement	1	Alternatively, approach through the number of inversions.
te_0438_c01	te_0438	not_a_requirement	1	S_3 is non-abelian as shown in the chapter
te_0438_c02	te_0438	not_a_requirement;under_specified	2	S_3 has cardinality 6
te_0438_c03	te_0438	not_a_requirement	1	List all groups of cardinality smaller than 6 and show that they are abelian
te_0439_c01	te_0439	not_a_requirement	1	Any transposition by a geometric argument of two adjacent vertices of the n-gon.
te_0440_c01	te_0440	not_a_requirement	1	There is no way to draw this graph on a piece of paper without any of the edges crossing each other.
